,Name,Online_order,Book_table,Rate,Dish_liked,Approx_cost(for 2 people)
28576,Cashmere Nites,Yes,No,3.5 out of 5,"Firni, Roganjosh, Phirni, Tabakh Maaz, Wings",600
28577,Momo Rice Noodles,Yes,No,3.8 out of 5,"Momos, Noodles, Dragon Chicken, Chicken Manchurian, Wonton Soup, Chilli Chicken",600
28579,Maria's Goan Kitchen,Yes,No,3.9 out of 5,"Goan Thali, Sol Kadhi, Prawn, Pork Vindaloo, Plain Rice, Fish, Beef Fry",750
28580,Entropy Cafe,Yes,No,4.1 out of 5,"Nachos, Biryani, Chaat, Pancakes, Pizza, Pasta, Burgers",600
28581,Thalassery Restaurant,Yes,No,3.7 out of 5,"Tea, Fish, Thalassery Biryani, Garlic Naan, Chicken Curry, Ghee Rice, Sea Food",600
28587,Flavor of Tibet,No,No,4.0 out of 5,"Noodles, Chicken Manchow Soup, Veg Momos",500
28588,Billionaires Cafe,No,No,3.8 out of 5,Friendly Staff,600
28589,Eshmeet Da Dhaba,Yes,No,3.1 out of 5,"Tandoori Chicken, Butter Chicken, Lassi, Shahi Paneer, Tandoori Roti, Rumali Roti, Biryani",500
28590,A2B - Adyar Ananda Bhavan,Yes,No,2.7 out of 5,"Filter Coffee, Masala Dosa, Pongal, Pav Bhaji, Badam Milk, Thali",400
28591,Dhuaan,No,No,4.3 out of 5,"Paneer Pizza, Onion Rings, Oreo Shake, Peri Peri Chicken Pizza, Pasta",800
28592,Taj Darbar,Yes,No,3.8 out of 5,"Chicken Kebab Biryani, Rolls, Raita",600
28593,Urban Spoon Buffet Restaurant,No,Yes,3.5 out of 5,Courteous Staff,"1,000"
28596,Uday Sweets,Yes,No,3.5 out of 5,"Jalebi, Poha, Puri Sabzi",250
28597,Purani Dilli By Anand Sweets,Yes,No,4.1 out of 5,"Chaat, Thali, Chole Bhature, Kulfi, Paneer Tikka, Lassi, Badam Milk",500
28598,Cafe On The Way,Yes,No,4.0 out of 5,"Waffles, Coffee, Pesto Sandwich, Hazelnut Cappuccino, Latte, Salads, Pasta",500
28599,Imperial Restaurant,Yes,No,3.6 out of 5,"Chicken Grill, Shawarma, Ghee Rice, Chicken Butter Masala, Mutton Biryani, Tandoori Chicken, Chicken Kebab",800
28602,Hotel Food Lands,Yes,No,3.8 out of 5,"Sea Food, Biryani, Anjal Tava Fry",700
28605,Tattva Cafe,No,No,2.8 out of 5,"Tea, Masala Chai, Filter Coffee, Sandwich, Burgers, Orange Juice, Poha",450
28607,Raj Darbar,Yes,No,3.7 out of 5,"Tandoori Chicken, Thali",800
28608,Ocean,Yes,No,3.8 out of 5,"Enchiladas, Pasta, Cocktails, Peri Peri Chicken, Draught Beer, Hot Gulab Jamun, Fajita",700
28609,Elmas Restaurant,Yes,No,3.4 out of 5,Rooftop Ambience,650
28614,Momoz,No,No,3.9 out of 5,"Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn",600
28618,Happy Plate,No,No,3.6 out of 5,"Chole Bhature, Omelette",400
28622,The Local - Burger Bar,No,No,3.8 out of 5,"Burgers, Beer, Pasta, Nachos, Pizza, Paneer Tikka, Chilli Pork","1,500"
28623,Loca Moca,No,No,3.7 out of 5,"Coffee, Hazelnut Cappuccino, Chicken Keema Roll, Chicken Sandwich, Grilled Chicken Wrap",600
28624,Malnad Military Hotel,No,No,3.8 out of 5,"Chicken Curry, Pepper Chicken, Neer Dosa, Mutton Chops, Fish, Mutton Curry",500
28633,Kebarbiq,No,No,4.0 out of 5,"Burgers, Pulpy Grape Juice, Chicken Wings, Pita Bread, Chicken Grill, Fish Grill, French Fries",800
28642,Rice and Rolls,No,No,2.7 out of 5,"Rolls, Shawarma Roll, Chicken Grill, Thali",500
28648,Punjabi Dhaba,Yes,No,3.4 out of 5,"Butter Chicken, Paratha",350
28649,Shaap,Yes,No,3.6 out of 5,"Appam, Kappa Biryani, Chicken Fry, Kallappam, Buttermilk, Beef Fry, Paratha",500
28650,Grills And Tandoor,Yes,Yes,3.7 out of 5,"Chicken Grill, Biryani, Shahi Tukda, Chop Suey, Barbeque Chicken, Naan, Fish",900
28651,Tella Tales,Yes,No,4.2 out of 5,"Pancakes, Pasta, Burgers, Exotic Veg Pizza, Mushroom Steak, Sushi, Peri Fries",700
28652,Zeeshan,Yes,No,3.8 out of 5,"Rolls, Kathi Roll, Mutton Roll, Chicken Roll, Firni, Chicken Tikka, Bengali Style Biryani",700
28653,Kaaram,Yes,No,3.9 out of 5,"Mughlai Biryani, Vegetable Biryani, Kaaram Biryani, Gulab Jamun, Raita, Kebab Biryani, Dum Biryani",500
28654,Pizza Hut,Yes,No,3.7 out of 5,"Pizza, Pasta, Garlic Bread, Tandoori Paneer, Masala Lemonade, Chicken Wings, Onion Rings",750
28655,Black Pepper Lounge - Case de Bengaluru,No,Yes,3.7 out of 5,Rooftop Ambience,"1,200"
28656,Dreams Cafe - All Day English Food St.,Yes,No,3.8 out of 5,"English Breakfast, Coffee, Burgers, Fish, Omelette, Sandwiches, Chicken Burger",600
28658,Taco Bell,Yes,No,4.1 out of 5,"Tacos, Nachos, Potato Pops, Potato Burrito, Fiery Potato, Rice Bowls, Taco Joint",600
28659,Kota Kachori,Yes,No,4.3 out of 5,"Pyaz Kachori, Chaat, Gajar Ka Halwa, Shrikhand, Jalebi Rabri, Churma, Boondi Raita",400
28660,Eat Street,No,No,4.2 out of 5,"Lassi, Nachos, Mojito, Roti, Panipuri, Pizza, Waffles",600
28661,Mooch Marod,No,No,4.2 out of 5,"Masala Chaach, Stuffed Paratha, Gulkand Lassi",400
28662,Stoner,Yes,No,4.5 out of 5,"Burgers, Spinach Pizza, Butter Chicken Pizza, Chicken Bbq Burger, Tiramisu, Ferrero Rocher, Brownie Shake",500
28663,California Burrito,No,No,4.1 out of 5,"Nachos, Rice Bowl, California Burrito, Rice Bowls, Chicken Quesadilla, Bbq Chicken, Pink Lemonade",400
28664,Sree Krishna Kafe,Yes,No,4.2 out of 5,"Filter Coffee, Lunch Thali, Idli, Mini Idlis, Ghee Masala Dosa, Rasam Vada, Pongal",200
28665,Khawa Karpo,No,No,4.3 out of 5,"Momos, Noodles, Thukpa, Chicken Thupka, Manchow Soup, Chicken Momo, Crispy Honey Chicken",350
28666,Nutri Rich,Yes,No,3.8 out of 5,"Pizza, Spinach Curry, Salad",350
28667,White Elefan Coffee and Snack Bar,Yes,No,3.9 out of 5,"Coffee, Sandwiches, Tea",550
28668,Habibi Falafel,Yes,No,4.3 out of 5,"Baklava, Falafel Roll, Falafel Plate, Pita Bread, Mint Lemonade, Pita Pocket, Pomegranate Juice",300
28669,Tenzin Kitchen,Yes,No,4.2 out of 5,"Momos, Noodles, Thukpa, Teriyaki Chicken, Chicken Chowmein, Clear Chicken Soup, Beef Chilli",450
28671,Podi Idly,Yes,No,4.3 out of 5,"Podi Idli, Masala Dosa, Pongal, Coffee, Mini Idlis, Appam, Raagi Dosa",250
28672,Fiero! Pizzeria,Yes,No,4.0 out of 5,"Pizza, Ice Cream Roll",400
28673,Khatta Meetha Teekha,Yes,No,4.2 out of 5,"Gulab Jamun, Raita, Chaat, Chole, Soya Chaap, Panipuri, Dal Makhani",300
28674,30 Square,Yes,No,4.2 out of 5,"Veg Momos, Noodles, Cheese Momos, Jhol Momos, Wai Wai Bhel, Brownie, Chicken Momo",400
28675,IDC Kitchen,No,No,4.2 out of 5,"Masala Idli, Filter Coffee",200
28676,Madurai Idly Shop,No,No,3.7 out of 5,"Tea, Upma, Coffee, Pongal, Podi Idli, Masala Vada, Mini Idlis",200
28677,Arya Hungry?,Yes,No,4.3 out of 5,"Chole, Kulcha, Mutton Curry, Paratha, Mint Raita, Chicken Curry, Dal Makhani",450
28678,Sagar Fast Food,Yes,No,4.0 out of 5,Neer Dosa,250
28679,Leon Grill,Yes,No,4.3 out of 5,"Burgers, Peri Peri Chicken, Spicy Chicken, Grilled Lamb Burger, Chicken Burger, French Fries",500
28681,Tibetan Kitchen,Yes,No,4.3 out of 5,"Noodles, Pasta, Tibetan Momos, Clear Soup, Thukpa, Steak, Chicken Momo",600
28683,The Wok Shop,Yes,No,4.1 out of 5,"Momos, Rice Noodles, Kung Pao Chicken, Noodle, Rice Bowl, Thai Green Curry, Chicken Dim Sum",500
28684,Atta Galata,No,No,4.1 out of 5,"Sandwiches, Masala Pav, Chicken Burger, Filter Coffee, Burgers, Masala Chai, French Fries",200
28686,Polar Bear,Yes,No,4.2 out of 5,"Choco Fudge Brownie, Sandwich, Ice Cream Pizza, Tiramisu, Sandwiches, Chocolate Icecreams, Hot Chocolate",400
28687,Subway,Yes,No,3.7 out of 5,"Salads, Chicken Tikka, Veg Shammi, Teriyaki Chicken, Sandwich, Veggie Delight, Aloo Patty",600
28688,Sonar Bangala,Yes,No,3.8 out of 5,"Kosha Mangsho, Daab Chingri, Fish Curry, Dum Biryani",500
28689,KFC,Yes,No,3.8 out of 5,"Rice Bowl, Burgers, Hot Wings, Virgin Mojito, Chicken Popcorn, Fries, Zinger Burger",450
28690,Gods Own Cafe,Yes,No,4.4 out of 5,"Appam, Buttermilk, Fry Prawns, Roast Beef, Masala Prawn, Chicken Stew, Murgh Ghee Roast",300
28691,Ramji Chaiwale,Yes,No,3.8 out of 5,"Chai, Ginger Tea, Maggi, Aloo Paratha, Samosa, Coffee, Sandwich",250
28693,Chapati House,Yes,No,3.9 out of 5,Naan,300
28694,Momo Hut,Yes,No,4.0 out of 5,"Noodles, Beef Momos, Chicken Shaptra, Chicken Thukpa, Clear Soup, Beef Momo, Chicken Thupka",250
28696,Smoor,Yes,No,4.2 out of 5,"Hot Chocolate, Sandwich, Sushi, Red Velvet, Pumpkin Ravioli, Cajun Fries, Gooey Chocolate Cake",900
28697,Delhi Food Point,Yes,No,3.3 out of 5,"Jeera Rice, Corn Paratha, Paneer Bhurji, Gobhi Matar, Vegetarian, Sweet Lassi, Dal Fry",250
28698,Sagar Fast Food,Yes,No,4.0 out of 5,"Tea, Coffee, Neer Dosa, Gajar Ka Halwa, Thali, Chaat, Cheese Dosa",300
28699,Laziz Pizza,Yes,No,3.8 out of 5,"Pizza, Peri Peri Fries, Veg Paprika",400
28700,Burger King,Yes,No,3.9 out of 5,"Burgers, Chicken Crisp Burger, Chicken Whopper, Chicken Keema Burger, Chicken Fries, Mutton Whopper, Chocolate Shake",600
28703,McDonald's,Yes,No,3.8 out of 5,"Burgers, Oreo Mcflurry, French Fries, Mcspicy Chicken Burger, Paneer Pockets, Tikki, Chicken Maharaja Mac",500
28705,Faasos,Yes,No,4.0 out of 5,"Rolls, Bbq Chicken, Paneer Makhanwala, Jumbo Chicken Roll, Veggie Wrap, Sabudana Vada, Chicken Wrap",500
28706,Desi Flavours,Yes,No,3.9 out of 5,"Chicken Biryani, Thali, Rolls, Ambur Biryani, Palak Paneer, Salad, Bhatti Ka Murgh",400
28707,Chaska Bun,Yes,No,4.2 out of 5,"Ginger Tea, Chai, Samosa, Bun Omelette, Elaichi Tea, Egg Bhurji, Carrot Cake",300
28708,Lucknowiz,Yes,No,3.5 out of 5,"Tikki, Chicken Tikka, Chicken Biryani, Thali, Shammi Kebab Roll, Rumali Roti, Nihari",500
28710,Rolls & Co,Yes,No,3.9 out of 5,"Rolls, Chicken Wings, Shawarma, Chicken Tikka Roll, Burgers, Fries, Pasta",400
28712,Delite Chaat House,Yes,No,3.9 out of 5,"Chaat, Dabeli, Pav Bhaji, Dhokla, Gujarati Food, Jalebi, Panipuri",300
28715,Gundappa Donne Biryani,No,No,3.1 out of 5,"Thali, Chicken Lollipop, Gundappa Donne Biryani, Mutton Biryani",200
28719,Little Kolkata,Yes,No,3.9 out of 5,"Chicken Curry, Fish, Thali, Rolls, Rasgulla, Chicken Biryani",500
28725,Falahaar,No,No,3.9 out of 5,"Sabudana Khichdi, Pav Bhaji, Pyaz Kachori, Chole Bhature, Faluda, Malai Ghewar, Lassi",200
28726,Min Mini Punjabi Dhaba,Yes,No,3.9 out of 5,"Dal Makhani, Amritsari Kulcha",400
28727,Under The Hood,Yes,No,4.0 out of 5,"Appam, Chicken Curry, Passion Fruit Juice, Crepe",300
28728,Yummy Biryani,Yes,No,3.8 out of 5,"Biryani, Paratha, Chicken Masala, Kerala Parotta",200
28731,Lakeview Milkbar,No,No,3.8 out of 5,"Burgers, Pizza, Chocolate Fudge, Caramel Cheesecake, Vanilla Ice Cream, Hot Chocolate, Thick Shakes",500
28733,Biggies Burger 'n' More,Yes,No,3.8 out of 5,"Burgers, Mojito, Bbq Burger, Peri Peri Fries, Grilled Burger",400
28736,Chowpatty,Yes,No,3.6 out of 5,"Pav Bhaji, Dabeli, Paratha, Raj Kachori, Vada Pav",300
28737,Ghee Positive,Yes,No,3.8 out of 5,"Paratha, Mutton Curry",300
28738,Jai Jinendra,No,No,4.0 out of 5,"Dhokla, Raj Kachori, Panipuri, Jalebi, Pyaz Kachori",200
28739,Dosa Plaza,Yes,No,3.8 out of 5,Masala Dosa,200
28740,Burger Lounge,Yes,No,3.6 out of 5,"Burgers, Zinger Burger",600
28748,Mitran Da Junction,Yes,No,4.1 out of 5,"Butter Chicken, Dal Makhani, Roti, Tangdi Kabab, Panneer Butter Masala",600
28749,Maa Di Hatti,Yes,No,2.8 out of 5,"Saag, Veg Thali",500
28751,Chill-Um Cafe,Yes,Yes,4.1 out of 5,"Peri Peri Chicken, Fries, Lemongrass Chicken, Margherita Pizza",600
28756,Kinpeetos,Yes,No,3.9 out of 5,"Burgers, Belgian Fries, Pasta, Salads, Falafel Pockets, Greek Sandwich",300
28759,Tibbs Frankie,No,No,3.5 out of 5,"Rolls, Masala Veg Frankie, Chicken Frankie",200
28760,Ande Ka Funda,No,No,3.7 out of 5,"Rolls, Aloo Paratha, Lassi, Bread Omelette",250
28761,Coconadu,No,No,3.6 out of 5,"Paratha, Fish Fry",400
28762,Mangala Hotel,Yes,No,3.6 out of 5,"Masala Dosa, Biryani, Chicken Stew, Tea, Appam, Paratha",300
28766,Rolls On Wheels,No,No,2.6 out of 5,"Rolls, Momos, Masala Fries, Kulfi, French Fries, Egg Roll, Paneer Roll",300
28767,Friend's Cafe,Yes,No,3.9 out of 5,"Coffee, Burgers, Pasta, Beef Steak, Chicken Lasagne, Salads, Sandwiches",600
28768,Mountain Spice,Yes,No,3.9 out of 5,"Momos, Chicken Lollipop, Chicken Momo, Noodles, Chicken Thukpa",400
28772,Hungry Paunch,No,No,4.0 out of 5,"Luchi, Mutton Kosha, Mutton Curry, Roti, Fish Finger, Chicken Curry",350
28777,Udupi Grand,No,No,2.8 out of 5,"Idli, Vada, Coffee, Masala Dosa, Masala Poori",300
28781,Food And You,No,No,3.8 out of 5,"Thali, Thepla, Gulab Jamun, Masala Lassi, Rice, Gujarati Food, Roti",300
28783,Meat And Eat,Yes,No,3.6 out of 5,"Burgers, Fries, Chicken Wings, Popcorn, Chicken Grill",500
28790,Malabar Coastal Cuisine,No,No,3.6 out of 5,"Paratha, Sea Food, Appam, Malabari Biryani",550
28791,Chai Chowk,No,No,3.8 out of 5,"Chai, Lemon Tea, Ginger Tea, Rolls",200
28792,Ghar Ka Khana,Yes,No,3.7 out of 5,Thali,150
28795,Natuna Seafood House,Yes,No,4.1 out of 5,"Sea Food, Thali, Red Snapper, Fish Fry, Neer Dosa",450
28798,Udupi Upahara,No,No,3.6 out of 5,"Filter Coffee, Masala Dosa",300
28799,Falafel's - The Lebanese Haus,No,No,2.9 out of 5,"Falafel, Shawarma, Chicken Shawarama, Salad, Whole Wheat Pita, Middle Eastern Food, Pizza",300
28805,Little Kitchen,Yes,No,3.6 out of 5,"Chicken Curry, Red Rice, Fish Curry",400
28812,Royal Calcutta Restaurant,Yes,No,4.0 out of 5,"Plain Paratha, Prawn, Chicken Biryani, Chicken Dak Bunglow, Chicken Masala, Roti, Aloo Posto",450
28817,The Breakfast Truck,No,No,3.8 out of 5,"English Breakfast, Eggs, Baked Beans, Oreo Pancake, Nutella Pancakes, French Toast, Omelette",550
28828,DeliToons,No,No,4.0 out of 5,"Sandwiches, Sandwich, Salads, Shahi Paneer",300
28838,TOKI Taco House,Yes,No,3.6 out of 5,"Chicken Nachos, Chicken Tacos, Rice Bowl",200
28850,FNC Seafood,No,No,3.8 out of 5,"Sea Food Platter, Fish N Chips, Fish Fingers, Fries, Prawn Noodles",400
28867,Aaharam,No,No,4.0 out of 5,"Chicken Noodle, Noodles, Paneer Lababdar, Paratha",350
28900,Pathaan Sir,Yes,No,3.8 out of 5,"Rolls, Momos, Chicken Egg Roll, Fries, Cheese Roll, Veggie Roll",300
28906,Tapri By The Corner,Yes,No,4.1 out of 5,"Tea, Chole, Khichda, Butter Paneer, Paneer Bhurji, Paratha, Masala Chai",250
28908,Kevins Kitchen,Yes,No,3.8 out of 5,"Egg Noodles, Biryani",400
28909,Hotel Feast Ambur Biriyani,Yes,No,3.4 out of 5,"Chicken Biryani, Chicken Kebab",250
28911,Dhang Ka Khana,Yes,No,3.7 out of 5,Panneer Butter Masala,200
28913,Calvin's,Yes,No,3.8 out of 5,"Club Chicken Sandwich, Sandwiches, Coffee, Pie, Burgers, Carrot Cake, Cheesecake",800
28915,Chaiwala,Yes,No,3.1 out of 5,"Poha, Bread Omelette, Ginger Chai, Ginger Tea",100
28918,Hammered,No,No,4.3 out of 5,"Cocktails, Pizza, Nachos, Andhra Chilli Chicken, Bruschettas, Beer, Ravioli","1,200"
28920,Baar Union,No,Yes,4.6 out of 5,"Masala Peanuts, Onion Rings, Cocktails, Biryani, Veg Momos, Pinacolada, Pakoda",850
28921,Pin Me Down,Yes,Yes,4.5 out of 5,"Paneer Tikka, Pizza, Mocktails, Tandoori Aloo, Chowmein, Pasta Alfredo, Murgh Patiala",800
28922,Vanilla Sky,No,Yes,4.7 out of 5,"Cocktails, Gulab Jamun, Spring Roll, Biryani, Veg Nachos, Buffalo Wings, Egg Bhurji","1,200"
28923,Loveshack,No,Yes,4.0 out of 5,"Corn Balls, Cocktails, Mocktails, Sunday Brunch, Fish, Chicken Wings, Nachos","1,600"
28924,Ministry of Food - Hilton Bangalore Embassy GolfLinks,No,Yes,4.2 out of 5,"Chicken Curry, Jalebi, Pasta, Breakfast Buffet, Paratha, Fish, Mutton Sukha","3,000"
28925,Kitchen On Table,Yes,No,4.3 out of 5,"Sushi, Mocktails, Noodles, Salad, Fish, Miso Soup, Sashimi","1,000"
28926,Here & Now,No,No,4.6 out of 5,"Burgers, Waffles, Pancakes, Sunday Morning Breakfast, Sandwich, Pasta, Chocolate Milkshake",750
28927,Bonum cibum,Yes,No,4.5 out of 5,"Salads, Pasta, Shawarma, Mocktails, Falafel, Babaganush, Pizza","1,200"
28928,Safe House,No,Yes,4.1 out of 5,"Prawn, Masala Peanuts, Honey Chilli Potatoes, Craft Beer, Mushroom Noodles, Cocktails, Pizza","1,200"
28929,Mudpipe Cafe,Yes,Yes,4.5 out of 5,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta",900
28930,Murphy's Brewhouse - The Paul Bangalore,No,Yes,4.3 out of 5,"Chicken Bruschetta, Tandoori Chicken, Veggie Pizza, Barbeque Chicken Pizza, Nachos, Wheat Beer, Stout","1,700"
28931,Indigo X II P,No,Yes,4.4 out of 5,"Pizza, Fish, Beer, Pasta, Wine","1,250"
28932,Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.3 out of 5,"Pizza, Pancakes, Pasta, Burgers, Buffalo Wings, Peri Peri Chicken Steak, Latte",700
28933,Blk Plus Wht,No,Yes,4.3 out of 5,"Noodles, Cocktails, Nasi Goreng, Apple Fritters, Panna Cotta, Nalli Nihari, Vanilla Ice Cream",800
28934,HSR High Street,No,Yes,3.8 out of 5,"Paneer Lababdar, Ginger Tea, Butter Kulcha, Chicken Boneless Biryani, Chaat, Chai",800
28935,Malabar Bay,Yes,Yes,4.2 out of 5,"Panneer Butter Masala, Chicken Tikka, Mutton Curry, Paneer Tikka, Appam, Roast Chicken, Kerala Parotta",800
28936,Aasife & Brothers Biriyani Centre,Yes,No,3.9 out of 5,"Biryani, Fried Rice, Fish, Chicken Lollipop",600
28937,Sidewalk Cafe & Bar - The Paul Bangalore,Yes,Yes,4.2 out of 5,"Beer, Mocktails, Vada, Pancakes, Waffles, Pasta, Appam","1,500"
28940,Zero Mile Punjab,Yes,Yes,4.1 out of 5,"Lassi, Chicken Curry, Chicken Malai Tikka, Butter Chicken, Panner Tikka, Butter Naan, Murgh Makhni",800
28941,New Gongura Grand,Yes,No,3.9 out of 5,"Andhra Thali, Chicken Lollipop, Mutton Biryani, Chicken Boneless Biryani, Andhra Meal, Hyderabadi Biryani, Raita",550
28942,Birinz,Yes,No,4.3 out of 5,"Gulab Jamun, Chicken Guntur, Mushroom Biryani, Chicken Kolhapuri, Paneer Biryani, Chicken Biryani, Raita",650
28943,Jose's Mess,No,No,4.3 out of 5,"Beef Fry, Masala Dosa, Chicken Curry, Fish Fry, Chicken Biryani, Roast Beef, Beef Curry",300
28946,Savoury - Sea Shell Restaurant,Yes,No,3.9 out of 5,"Pulpy Grape Juice, Chicken Grill, Tandoori Chicken, Shawarma Roll, Bbq Chicken, Mutton Biryani, Tomato Soup",700
28947,Vembanad - The Paul,No,Yes,4.2 out of 5,"Fish Curry, Appam, Kerala Parotta, Paratha, Beer, Kadala Curry, Sea Food","1,800"
28948,Kumarakom,Yes,Yes,3.8 out of 5,"Egg Roast, Appam, Fish, Sea Food, Chicken Curry, Chicken Stew, Beef Fry",600
28949,El Salver,Yes,Yes,3.9 out of 5,Fish Curry,900
28951,KLINX - Hilton Bangalore Embassy GolfLinks,No,Yes,4.2 out of 5,Cocktails,"2,000"
28954,Biriyani Zone,Yes,No,3.9 out of 5,"Sea Food, Vegetable Biryani, Mushroom Manchurian, Hyderabadi Biryani, Chicken Biryani, Mutton Biryani, Chicken Guntur",800
28955,Sichuan,Yes,No,4.0 out of 5,"Momos, Fish, Chilli Chicken, Singapore Noodles, Bamboo Rice, Dumplings, Tom Yum Soup",800
28956,Savoury Restaurant,Yes,No,3.9 out of 5,"Shawarma, Bamboo Biryani, Chicken Shawarama, Chicken Grill, Chicken Kebab, Fish, Appam",800
28958,Nanda's,Yes,No,2.9 out of 5,"Butter Chicken, Andhra Meal, Murgh Ghee Roast, Vegetable Biryani, Butter Naan, Roti, Hyderabadi Chicken Biryani",450
28959,Lounge 189,No,No,3.8 out of 5,"Cocktails, Watermelon Mojito, Orange Mojito, Steak, Fish, Long Island Iced Tea, Sauteed Vegetables","1,300"
28960,Rajesh Restaurant,Yes,Yes,3.5 out of 5,"Coffee, Thali",700
28961,Raghavendra Tiffin,No,No,4.4 out of 5,"Idli Sambar, Bisi Bele Bhaath, Podi Masala Dosa, Tea, Filter Coffee, Curd Rice, Vada",150
28963,Muthashy's,Yes,No,4.2 out of 5,"Fish, Appam, Egg Roast, Kadala Curry, Chicken Curry, Beef Fry, Ghee Rice",400
28964,Kuttanadu,Yes,No,2.8 out of 5,"Pothichoru, Kerala Parotta, Beef Fry, Vegetable Stew, Chicken Curry, Paratha, Biryani",700
28966,Hyderabadi Biryani Hub,Yes,No,3.6 out of 5,"Biryani, Raita",600
28967,Royal Paris,Yes,No,3.8 out of 5,"Butter Chicken, Chicken Biryani","1,000"
28969,Hello Resto-Pub,Yes,Yes,4.0 out of 5,"Burgers, Beef Steak, Cocktails, Chips, Chicken Soup, Onion Rings, Chicken Wings",900
28972,The Salt Grill - Hilton Bangalore Embassy Golflinks,No,Yes,4.1 out of 5,"Cocktails, Chicken Satay, Sunday Brunch","3,000"
28975,Hotel Junior Kuppanna,Yes,No,3.1 out of 5,"Chicken Curry, Mutton Biryani, Paratha, Kothu Parotta, Mutton Fry, Pallipalayam Chicken, Chicken Biryani",550
28976,Dhaba Bytes,Yes,No,4.1 out of 5,"Naan, Roti, Shahi Paneer, Shahi Tukda",650
28977,Grillopia,Yes,No,3.9 out of 5,"Burgers, Wood Fire Pizza, Nachos","1,000"
28978,Canopy Flavours,No,No,2.6 out of 5,"Sandwich, Burgers",450
28979,Shri Madhuram,No,No,3.9 out of 5,"Vada, Coffee, Breakfast Buffet, Thali, Idli, Onion Rava Masala Dosa, Pongal",400
28982,Tawa Ghar Ka,Yes,No,3.8 out of 5,"Mushroom Masala, Thali, Aloo Paratha, Roti, Samosa, Panneer Butter Masala",350
28986,Sri Udupi Park,Yes,No,4.0 out of 5,Tea,300
28987,Howrah Bridge,Yes,No,3.3 out of 5,"Rasgulla, Egg Devils, Mutton Kosha, Luchi, Chicken Biryani, Aalo Bhaja, Mughlai Paratha",600
28991,Davanagere Benne Dose,Yes,No,3.9 out of 5,Benne Dosa,150
28992,re:cess - Hilton Bangalore Embassy GolfLinks,No,Yes,4.1 out of 5,"Coffee, Cheesecake, Paratha, Hot Chocolate, Biryani, Donut","1,200"
28993,Cinnamon,Yes,No,3.9 out of 5,"Raita, Tandoori Chicken, Egg Chilli, Hakka Noodles, Chicken Taka Tak, Palak Paneer, Veg Pulao",550
28994,Sri Dalma,Yes,No,3.8 out of 5,"Thali, Mutton Handi",350
28996,Atithi,Yes,Yes,3.9 out of 5,"Vegetable Biryani, Jalebi, Paneer Curry, Tandoori Paneer, Paneer Tikka, Gulab Jamun, Paratha",800
28998,Ambur Star Briyani,No,No,2.8 out of 5,"Chicken Biryani, Ambur Biryani, Kothu Paratha, Onion Raita, Fish Fry",500
29001,HSR Agarval Bhavan,Yes,No,3.2 out of 5,"Chole Bhature, Tea, Kachori",400
29004,#L-81 Cafe,Yes,No,3.9 out of 5,Burgers,400
29005,Hotel Manu,Yes,No,3.8 out of 5,"Fish, Paratha",400
29008,Aroma Fine Dine,Yes,Yes,4.0 out of 5,"Chicken Biryani, Dal Makhani, Bamboo Biryani, Garlic Naan",900
29009,Aaranya Restaurant,Yes,No,3.4 out of 5,"Murgh Makhani, Chicken Biryani, Naan, Beer, Tandoori Chicken",800
29010,Donne Biriyani House,Yes,No,3.8 out of 5,"Donne Biryani, Mutton Biryani, Chicken Kebab, Chilli Chicken, Chicken Biryani, Kshatriya Kebab, Chicken Fries",200
29013,Kabab Magic,Yes,No,3.1 out of 5,"Chicken Grill, Grape Juice, Tandoori Chicken, Shawarma Roll, Wings, Rolls, Chicken Curry",500
29017,Bakers Town,Yes,No,3.6 out of 5,"Fries, Pasta, Sandwich, Burgers, Chicken Burger, Monster Burger",600
29018,Reddy's Restaurant,Yes,No,3.7 out of 5,"Chicken Biryani, Mutton Roganjosh, Andhra Meal",500
29023,Biryani Palace,Yes,No,3.9 out of 5,"Tandoori Chicken, Chicken Boneless Biryani, Hyderabadi Biryani, Lemon Chicken, Mutton Biryani, Raita",600
29031,Litti Twist,Yes,No,4.2 out of 5,"Paratha, Liti Chokha, Buttermilk, Tea, Aloo Litti, Raita",300
29034,Masala Dani - The Paul,No,No,3.7 out of 5,"Dal Makhani, Kulfi, Rice, Lahori Chicken, Tandoori Roti","1,800"
29035,Grigliato,Yes,No,3.9 out of 5,"Beer, Steak, Burgers, Fritters, Caramel Custard, Pasta Alfredo, Pizza","1,000"
29038,New Tasty Cafeteria,Yes,No,3.8 out of 5,"Shawarma, Chicken Grill, Faluda",500
